SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,6113 S Archer Ave Unit 1B,Chicago,IL,60638,205000,2,1.0,CHI - Garfield Ridge,850,,1980,70,241,180,Active,,,https://www.redfin.com/IL/Chicago/6113-S-Archer-Ave-60638/unit-1B/home/187335539,MRED as Distributed by MLS Grid,11876697,N,Y,41.7938907,-87.7707802
MLS Listing,,Single Family Residential,10701 S Albany Ave,Chicago,IL,60655,429900,5,2.0,CHI - Mount Greenwood,,4308,1999,70,,,Active,,,https://www.redfin.com/IL/Chicago/10701-S-Albany-Ave-60655/home/13158385,MRED as Distributed by MLS Grid,11876653,N,Y,41.6987729,-87.6985383
MLS Listing,,Parking,130 N Garland Ct Unit P4-27,Chicago,IL,60602,40000,,,CHI - Loop,,136,2005,70,,86,Active,,,https://www.redfin.com/IL/Chicago/130-N-Garland-Ct-60602/unit-P4-27/home/187335396,MRED as Distributed by MLS Grid,11874513,N,Y,41.8841055,-87.625965
MLS Listing,,Single Family Residential,2014 W Walton St,Chicago,IL,60622,1395000,5,3.5,CHI - West Town,3150,3000,2023,70,443,,Active,,,https://www.redfin.com/IL/Chicago/2014-W-Walton-St-60622/home/14106745,MRED as Distributed by MLS Grid,11876605,N,Y,41.8988643,-87.6778185
MLS Listing,,Single Family Residential,9234 S Drexel Ave,Chicago,IL,60619,62000,4,1.0,CHI - Burnside,792,3049,1898,70,78,,Active,,,https://www.redfin.com/IL/Chicago/9234-S-Drexel-Ave-60619/home/13113730,MRED as Distributed by MLS Grid,11876596,N,Y,41.7265471,-87.6012008
MLS Listing,,Single Family Residential,7804 S Paxton Ave,Chicago,IL,60649,355000,4,3.0,CHI - South Shore,2700,3750,1923,70,131,,Active,,,https://www.redfin.com/IL/Chicago/7804-S-Paxton-Ave-60649/home/13923359,MRED as Distributed by MLS Grid,11876549,N,Y,41.753368,-87.5714636
MLS Listing,,Single Family Residential,12212 S Parnell Ave,Chicago,IL,60628,190000,3,1.5,CHI - West Pullman,1350,,1895,70,141,,Active,,,https://www.redfin.com/IL/Chicago/12212-S-Parnell-Ave-60628/home/13057364,MRED as Distributed by MLS Grid,11809919,N,Y,41.6719537,-87.6359615
MLS Listing,,Single Family Residential,1025 W 103rd St,Chicago,IL,60643,165000,2,1.0,CHI - Washington Heights,720,,1897,70,229,,Active,,,https://www.redfin.com/IL/Chicago/1025-W-103rd-St-60643/home/13076385,MRED as Distributed by MLS Grid,11875921,N,Y,41.7066855,-87.6487192
MLS Listing,,Condo/Co-op,1200 N Lake Shore Dr #706,Chicago,IL,60610,295000,1,1.0,CHI - Near North Side,850,,1912,70,347,1242,Active,,,https://www.redfin.com/IL/Chicago/1200-N-Lake-Shore-Dr-60610/unit-706/home/14122938,MRED as Distributed by MLS Grid,11874493,N,Y,41.9041365,-87.625483
MLS Listing,,Vacant Land,916 & 918 S Springfield Ave,Chicago,IL,60624,45000,,,CHI - West Garfield Park,,4500,,70,,,Active,,,https://www.redfin.com/IL/Chicago/916-S-Springfield-Ave-60624/home/147713573,MRED as Distributed by MLS Grid,11876160,N,Y,41.869316,-87.723152
MLS Listing,,Condo/Co-op,415 E North Water St #2701,Chicago,IL,60611,720000,2,2.0,CHI - Near North Side,1370,,2005,70,526,801,Active,,,https://www.redfin.com/IL/Chicago/415-E-North-Water-St-60611/unit-2701/home/183736588,MRED as Distributed by MLS Grid,11876452,N,Y,41.8893735,-87.6168504
MLS Listing,,Multi-Family (2-4 Unit),7636 S Evans Ave,Chicago,IL,60619,285000,5,2.5,CHI - Greater Grand Crossing,,,1919,70,,,Active,,,https://www.redfin.com/IL/Chicago/7636-S-Evans-Ave-60619/home/13918366,MRED as Distributed by MLS Grid,11876299,N,Y,41.7556413,-87.6068254
MLS Listing,,Multi-Family (2-4 Unit),5417 W Van Buren St,Chicago,IL,60644,340000,7,3.0,CHI - Austin,,3484,1920,70,,,Active,,,https://www.redfin.com/IL/Chicago/5417-W-Van-Buren-St-60644/home/183719943,MRED as Distributed by MLS Grid,11876393,N,Y,41.8745711,-87.7601642
MLS Listing,,Multi-Family (2-4 Unit),6945 S Peoria St,Chicago,IL,60621,80000,6,2.0,CHI - Englewood,,3920,1914,71,,,Active,,,https://www.redfin.com/IL/Chicago/6945-S-Peoria-St-60621/home/187333111,MRED as Distributed by MLS Grid,11876353,N,Y,41.767447,-87.6466728
MLS Listing,,Multi-Family (2-4 Unit),2438 W 48th St,Chicago,IL,60632,369900,8,2.0,CHI - Brighton Park,,3125,1898,71,,,Active,,,https://www.redfin.com/IL/Chicago/2438-W-48th-St-60632/home/14018034,MRED as Distributed by MLS Grid,11876351,N,Y,41.8067824,-87.6860084
MLS Listing,,Single Family Residential,12457 S Emerald Ave,Chicago,IL,60628,241500,4,2.0,CHI - West Pullman,1295,4182,1958,71,186,,Active,,,https://www.redfin.com/IL/Chicago/12457-S-Emerald-Ave-60628/home/13055431,MRED as Distributed by MLS Grid,11875875,N,Y,41.6670563,-87.6400541
MLS Listing,,Vacant Land,3141 W Arthington St,Chicago,IL,60612,30000,,,CHI - East Garfield Park,,,,71,,,Active,,,https://www.redfin.com/IL/Chicago/3141-W-Arthington-St-60612/home/21491182,MRED as Distributed by MLS Grid,11870522,N,Y,41.8698036,-87.7049019
MLS Listing,,Condo/Co-op,801 S Plymouth Ct #306,Chicago,IL,60605,288500,2,2.0,CHI - Loop,1100,,1987,71,262,707,Active,,,https://www.redfin.com/IL/Chicago/801-S-Plymouth-Ct-60605/unit-306/home/14091051,MRED as Distributed by MLS Grid,11876266,N,Y,41.8715884,-87.6281243
MLS Listing,,Single Family Residential,346 W 24th St,Chicago,IL,60616,658888,5,2.0,CHI - Armour Square,2400,3375,1969,71,275,,Active,,,https://www.redfin.com/IL/Chicago/346-W-24th-St-60616/home/14082615,MRED as Distributed by MLS Grid,11876247,N,Y,41.8493257,-87.6365486
MLS Listing,,Condo/Co-op,3150 N Lake Shore Dr Unit 21F,Chicago,IL,60657,560000,3,2.5,CHI - Lake View,2200,,1966,71,255,1235,Active,,,https://www.redfin.com/IL/Chicago/3150-N-Lake-Shore-Dr-60657/unit-21F/home/13371559,MRED as Distributed by MLS Grid,11872724,N,Y,41.9390365,-87.6385457
MLS Listing,,Single Family Residential,7939 S Wentworth Ave,Chicago,IL,60620,245000,4,2.0,CHI - Chatham,2112,,1966,71,116,,Active,,,https://www.redfin.com/IL/Chicago/7939-S-Wentworth-Ave-60620/home/13228223,MRED as Distributed by MLS Grid,11876231,N,Y,41.749704,-87.6290678
MLS Listing,,Single Family Residential,6440 S Laflin St,Chicago,IL,60636,88000,5,2.0,CHI - West Englewood,1400,3125,1887,71,63,,Active,,,https://www.redfin.com/IL/Chicago/6440-S-Laflin-St-60636/home/13933262,MRED as Distributed by MLS Grid,11875999,N,Y,41.7764699,-87.6619565
MLS Listing,,Condo/Co-op,435 W Oakdale Ave Unit 1B,Chicago,IL,60657,350000,2,2.5,Oak Terrace Condominiums,1300,,1973,71,269,465,Active,,,https://www.redfin.com/IL/Chicago/435-W-Oakdale-Ave-60657/unit-1B/home/12772829,MRED as Distributed by MLS Grid,11865291,N,Y,41.9352054,-87.6408045
MLS Listing,,Vacant Land,12024-34 Ann St,Blue Island,IL,60406,120000,,,Blue Island,,15681,,71,,,Active,,,https://www.redfin.com/IL/Blue-Island/12024-Ann-St-60406/home/147918417,MRED as Distributed by MLS Grid,11876197,N,Y,41.674509,-87.684663
MLS Listing,,Single Family Residential,4919 S Washington Park Ct,Chicago,IL,60615,619900,4,3.5,CHI - Grand Boulevard,2568,2425,1893,71,241,,Active,,,https://www.redfin.com/IL/Chicago/4919-S-Washington-Park-Ct-60615/home/13951820,MRED as Distributed by MLS Grid,11876141,N,Y,41.8051716,-87.6147907
MLS Listing,,Single Family Residential,3616 S Ellis Ave,Chicago,IL,60653,569000,4,3.0,CHI - Oakland,2220,510,1997,71,256,,Active,,,https://www.redfin.com/IL/Chicago/3616-S-Ellis-Ave-60653/home/14070854,MRED as Distributed by MLS Grid,11875811,N,Y,41.8288882,-87.6083106
MLS Listing,,Multi-Family (2-4 Unit),42 E 104th St,Chicago,IL,60628,99000,5,2.0,,,,1925,71,,,Active,,,https://www.redfin.com/IL/Chicago/Undisclosed-address-60628/home/13081459,MRED as Distributed by MLS Grid,11824232,N,Y,41.7056448,-87.6218847
MLS Listing,,Multi-Family (2-4 Unit),10518 S Maryland Ave,Chicago,IL,60628,221000,6,3.0,CHI - Pullman,,2640,1880,72,,,Active,,,https://www.redfin.com/IL/Chicago/10518-S-Maryland-Ave-60628/home/13082851,MRED as Distributed by MLS Grid,11872971,N,Y,41.7031714,-87.6030287
MLS Listing,,Vacant Land,5703 S Halsted St,Chicago,IL,60621,35900,,,CHI - Englewood,,3063,,72,,,Active,,,https://www.redfin.com/IL/Chicago/5703-S-Halsted-St-60621/home/147915254,MRED as Distributed by MLS Grid,11876132,N,Y,41.79049,-87.644699
MLS Listing,,Vacant Land,5701 S Halsted St,Chicago,IL,60621,39900,,,CHI - Englewood,,3063,,72,,,Active,,,https://www.redfin.com/IL/Chicago/5701-S-Halsted-St-60621/home/148048897,MRED as Distributed by MLS Grid,11876129,N,Y,41.790559,-87.644701
MLS Listing,,Single Family Residential,6131 S Maplewood Ave,Chicago,IL,60629,187000,3,2.0,,1300,3750,1915,72,144,,Active,,,https://www.redfin.com/IL/Chicago/Undisclosed-address-60629/home/14011792,MRED as Distributed by MLS Grid,11876095,N,Y,41.781888,-87.6870934
MLS Listing,,Condo/Co-op,2509 E 76th St #2,Chicago,IL,60649,54900,2,2.0,CHI - South Shore,1100,,2006,72,50,287,Active,,,https://www.redfin.com/IL/Chicago/2509-E-76th-St-60649/unit-2/home/18930856,MRED as Distributed by MLS Grid,11876113,N,Y,41.7570182,-87.563567
MLS Listing,,Single Family Residential,5010 N Moody Ave,Chicago,IL,60630,360000,3,1.0,CHI - Jefferson Park,1462,4094,1925,72,246,,Active,,,https://www.redfin.com/IL/Chicago/5010-N-Moody-Ave-60630/home/187329050,MRED as Distributed by MLS Grid,11876100,N,Y,41.9724663,-87.782383
MLS Listing,,Multi-Family (2-4 Unit),3609 W Lexington St,Chicago,IL,60624,404900,8,4.0,CHI - East Garfield Park,,7840,1923,72,,,Active,,,https://www.redfin.com/IL/Chicago/3609-W-Lexington-St-60624/home/13257499,MRED as Distributed by MLS Grid,11876005,N,Y,41.871542,-87.7159959
MLS Listing,,Vacant Land,237 W 79th St,Chicago,IL,60620,150000,,,CHI - Chatham,,6969,,72,,,Active,,,https://www.redfin.com/IL/Chicago/237-W-79th-St-60620/home/144665901,MRED as Distributed by MLS Grid,11876028,N,Y,41.7505949,-87.630888
MLS Listing,,Single Family Residential,11603 S Loomis St,Chicago,IL,60643,169900,4,1.5,CHI - West Pullman,1400,,1965,72,121,,Active,,,https://www.redfin.com/IL/Chicago/11603-S-Loomis-St-60643/home/13065599,MRED as Distributed by MLS Grid,11876010,N,Y,41.6828783,-87.6564479
MLS Listing,,Single Family Residential,10811 S Bensley Ave,Chicago,IL,60617,215000,5,2.0,CHI - South Deering,1500,6250,1915,72,143,,Active,,,https://www.redfin.com/IL/Chicago/10811-S-Bensley-Ave-60617/home/147886462,MRED as Distributed by MLS Grid,11875894,N,Y,41.698732,-87.5629111
MLS Listing,,Multi-Family (2-4 Unit),6833 S Green St,Chicago,IL,60621,150000,6,2.0,CHI - Englewood,,3125,1893,72,,,Active,,,https://www.redfin.com/IL/Chicago/6833-S-Green-St-60621/home/13931383,MRED as Distributed by MLS Grid,11875977,N,Y,41.7696429,-87.6454683
MLS Listing,,Single Family Residential,4702 N Leamington Ave,Chicago,IL,60630,379900,4,1.5,CHI - Portage Park,1607,3750,1920,72,236,,Active,,,https://www.redfin.com/IL/Chicago/4702-N-Leamington-Ave-60630/home/13479352,MRED as Distributed by MLS Grid,11875059,N,Y,41.9662608,-87.756584
MLS Listing,,Condo/Co-op,1335 N Astor St Unit 13C,Chicago,IL,60610,830000,3,2.5,CHI - Near North Side,2600,,1951,72,319,3627,Active,,,https://www.redfin.com/IL/Chicago/1335-N-Astor-St-60610/unit-13C/home/105486123,MRED as Distributed by MLS Grid,11873446,N,Y,41.9069599,-87.6271575
MLS Listing,,Single Family Residential,1811 S Komensky Ave,Chicago,IL,60623,290000,4,2.0,Lawndale,3332,,1920,72,87,,Active,,,https://www.redfin.com/IL/Chicago/1811-S-Komensky-Ave-60623/home/13235961,MRED as Distributed by MLS Grid,11826910,N,Y,41.8566107,-87.7258239
MLS Listing,,Single Family Residential,3798 W 77th St,Chicago,IL,60652,365000,4,2.5,CHI - Ashburn,3100,3179,1949,72,118,,Active,,,https://www.redfin.com/IL/Chicago/3798-W-77th-St-60652/home/13982480,MRED as Distributed by MLS Grid,11875784,N,Y,41.7530176,-87.7181753
MLS Listing,,Single Family Residential,1807 W 51st St,Chicago,IL,60609,235000,2,3.0,Back of the Yards,,3125,1910,73,,,Active,,,https://www.redfin.com/IL/Chicago/1807-W-51st-St-60609/home/13955261,MRED as Distributed by MLS Grid,11875729,N,Y,41.8011091,-87.6700375
MLS Listing,,Single Family Residential,645 E 89th St,Chicago,IL,60619,275000,5,2.0,CHI - Chatham,2478,,1930,73,111,,Active,,,https://www.redfin.com/IL/Chicago/645-E-89th-St-60619/home/13111159,MRED as Distributed by MLS Grid,11875754,N,Y,41.7327394,-87.6077416
MLS Listing,,Single Family Residential,1409 W 71st Pl,Chicago,IL,60636,200000,5,2.0,CHI - West Englewood,1056,3125,1918,73,189,,Active,,,https://www.redfin.com/IL/Chicago/1409-W-71st-Pl-60636/home/13914811,MRED as Distributed by MLS Grid,11875718,N,Y,41.7638404,-87.6593653
MLS Listing,,Condo/Co-op,4014 S Drexel Blvd Unit 3F,Chicago,IL,60653,285000,3,2.0,CHI - Oakland,1800,,1923,73,158,258,Active,,,https://www.redfin.com/IL/Chicago/4014-S-Drexel-Blvd-60653/unit-3F/home/12711747,MRED as Distributed by MLS Grid,11874320,N,Y,41.8209204,-87.605866
MLS Listing,,Single Family Residential,3958 W Ontario St,Chicago,IL,60624,195000,3,1.5,CHI - Humboldt Park,1636,1555,1889,73,119,,Active,,,https://www.redfin.com/IL/Chicago/3958-W-Ontario-St-60624/home/13262301,MRED as Distributed by MLS Grid,11875676,N,Y,41.8924611,-87.7258078
MLS Listing,,Vacant Land,5024 S Archer Ave,Chicago,IL,60632,103500,,,CHI - Archer Heights,,2262,,73,,,Active,,,https://www.redfin.com/IL/Chicago/5024-S-Archer-Ave-60632/home/187312241,MRED as Distributed by MLS Grid,11875625,N,Y,41.8017162,-87.7250222
MLS Listing,,Parking,401 N Wabash Ave Unit P34,Chicago,IL,60611,,,,Trump Tower Chicago,,60,2009,73,,,Active,,,https://www.redfin.com/IL/Chicago/401-N-Wabash-Ave-60611/unit-P34/home/39565410,MRED as Distributed by MLS Grid,11875610,N,Y,41.8888012,-87.6263094
MLS Listing,,Single Family Residential,12137 S State St,Chicago,IL,60628,217495,5,2.0,CHI - West Pullman,2004,3125,1912,73,109,,Active,,,https://www.redfin.com/IL/Chicago/12137-S-State-St-60628/home/13058680,MRED as Distributed by MLS Grid,11862996,N,Y,41.6732756,-87.6222521
MLS Listing,,Condo/Co-op,800 N Michigan Ave #2202,Chicago,IL,60611,1150000,2,2.5,Park Tower,2052,,2000,73,560,1114,Active,,,https://www.redfin.com/IL/Chicago/800-N-Michigan-Ave-60611/unit-2202/home/12740944,MRED as Distributed by MLS Grid,11875262,N,Y,41.8971181,-87.6255019
MLS Listing,,Condo/Co-op,1212 N Lasalle St #2509,Chicago,IL,60610,245000,1,1.0,CHI - Near North Side,750,,1987,73,327,748,Active,,,https://www.redfin.com/IL/Chicago/1212-N-La-Salle-Dr-60610/unit-2509/home/14112165,MRED as Distributed by MLS Grid,11864211,N,Y,41.9042606,-87.6331488
MLS Listing,,Condo/Co-op,260 E Chestnut St #3407,Chicago,IL,60611,595000,3,2.0,CHI - Near North Side,1650,,1965,73,361,1408,Active,,,https://www.redfin.com/IL/Chicago/260-E-Chestnut-St-60611/unit-3407/home/14118380,MRED as Distributed by MLS Grid,11875417,N,Y,41.8985263,-87.6196672
MLS Listing,,Single Family Residential,8930 S Leavitt St,Chicago,IL,60643,549000,4,3.5,CHI - Beverly,2847,,1955,73,193,,Active,,,https://www.redfin.com/IL/Chicago/8930-S-Leavitt-St-60643/home/13101761,MRED as Distributed by MLS Grid,11875511,N,Y,41.7309458,-87.6778185
MLS Listing,,Condo/Co-op,222 E Chestnut St Unit 11A,Chicago,IL,60611,750000,4,3.5,Streeterville,,,1929,73,,2010,Active,,,https://www.redfin.com/IL/Chicago/222-E-Chestnut-St-60611/unit-11A/home/14119200,MRED as Distributed by MLS Grid,11875535,N,Y,41.8986915,-87.6209133
MLS Listing,,Condo/Co-op,155 N Harbor Dr #813,Chicago,IL,60601,549500,1,1.5,Harbor Point,1051,,1974,73,523,782,Active,,,https://www.redfin.com/IL/Chicago/155-N-Harbor-Dr-60601/unit-813/home/14094884,MRED as Distributed by MLS Grid,11868727,N,Y,41.8848951,-87.6153982
MLS Listing,,Single Family Residential,9638 S Bishop St,Chicago,IL,60643,344900,4,2.5,CHI - Washington Heights,2800,3375,1928,73,123,,Active,,,https://www.redfin.com/IL/Chicago/9638-S-Bishop-St-60643/home/12743965,MRED as Distributed by MLS Grid,11875496,N,Y,41.6963518,-87.6580088
MLS Listing,,Single Family Residential,4316 N Kildare Ave,Chicago,IL,60641,750000,6,2.5,Old Irving,2604,7500,1894,73,288,,Active,,,https://www.redfin.com/IL/Chicago/4316-N-Kildare-Ave-60641/home/13481228,MRED as Distributed by MLS Grid,11875434,N,Y,41.959601,-87.736008
MLS Listing,,Multi-Family (2-4 Unit),452 N Western Ave,Chicago,IL,60612,625000,3,3.0,Smith Park Commons,,1742,1880,73,,,Active,,,https://www.redfin.com/IL/Chicago/452-N-Western-Ave-60612/home/183889746,MRED as Distributed by MLS Grid,11853719,N,Y,41.8900727,-87.6871036
MLS Listing,,Condo/Co-op,1212 N La Salle Dr #1009,Chicago,IL,60610,245000,1,1.0,CHI - Near North Side,750,,1986,73,327,696,Active,,,https://www.redfin.com/IL/Chicago/1212-N-La-Salle-Dr-60610/unit-1009/home/14113230,MRED as Distributed by MLS Grid,11867550,N,Y,41.9042606,-87.6331488
MLS Listing,,Single Family Residential,7532 S Parnell Ave,Chicago,IL,60620,254900,4,3.0,CHI - Greater Grand Crossing,4400,2500,,73,58,,Active,,,https://www.redfin.com/IL/Chicago/7532-S-Parnell-Ave-60620/home/13915652,MRED as Distributed by MLS Grid,11875402,N,Y,41.7570471,-87.6387065
MLS Listing,,Multi-Family (2-4 Unit),6943 S King Dr,Chicago,IL,60637,365000,5,2.0,CHI - Greater Grand Crossing,,3049,1911,73,,,Active,,,https://www.redfin.com/IL/Chicago/6943-S-King-Dr-60637/home/13928268,MRED as Distributed by MLS Grid,11875196,N,Y,41.7680598,-87.6150318
MLS Listing,,Single Family Residential,5447 N Nagle Ave,Chicago,IL,60630,464900,4,2.5,CHI - Jefferson Park,1300,3959,1975,73,358,,Active,,,https://www.redfin.com/IL/Chicago/5447-N-Nagle-Ave-60630/home/13503445,MRED as Distributed by MLS Grid,11875296,N,Y,41.980655,-87.7875019
MLS Listing,,Condo/Co-op,100 E Huron St #1402,Chicago,IL,60611,575000,2,2.0,CHI - Near North Side,1365,,1989,73,421,1081,Active,,,https://www.redfin.com/IL/Chicago/100-E-Huron-St-60611/unit-1402/home/14099770,MRED as Distributed by MLS Grid,11875058,N,Y,41.895034,-87.6250256
MLS Listing,,Single Family Residential,9413 S Vanderpoel Ave,Chicago,IL,60643,219900,4,2.0,CHI - Beverly,2800,3711,1927,73,79,,Active,,,https://www.redfin.com/IL/Chicago/9413-S-Vanderpoel-Ave-60643/home/13100386,MRED as Distributed by MLS Grid,11875229,N,Y,41.7225491,-87.6659659
MLS Listing,,Condo/Co-op,635 N Dearborn St #801,Chicago,IL,60654,469000,2,2.0,CHI - Near North Side,1326,,2000,73,354,969,Active,,,https://www.redfin.com/IL/Chicago/635-N-Dearborn-St-60654/unit-801/home/12681217,MRED as Distributed by MLS Grid,11875030,N,Y,41.8935163,-87.6293196
MLS Listing,,Vacant Land,2021 N Kildare Ave,Chicago,IL,60639,99900,,,CHI - Hermosa,,3125,,73,,,Active,,,https://www.redfin.com/IL/Chicago/2021-N-Kildare-Ave-60639/home/40384053,MRED as Distributed by MLS Grid,11870308,N,Y,41.9177068,-87.7335362
MLS Listing,,Multi-Family (2-4 Unit),1824 W 22nd Pl,Chicago,IL,60608,829500,8,4.0,Pilsen,,,1895,73,,,Active,,,https://www.redfin.com/IL/Chicago/1824-W-22nd-Pl-60608/home/14079551,MRED as Distributed by MLS Grid,11867452,N,Y,41.8516589,-87.6720123
MLS Listing,,Single Family Residential,2056 W Ohio St,Chicago,IL,60612,599999,4,1.5,CHI - West Town,1107,2904,,73,542,,Active,,,https://www.redfin.com/IL/Chicago/2056-W-Ohio-St-60612/home/14105697,MRED as Distributed by MLS Grid,11874140,N,Y,41.8924525,-87.6791762
MLS Listing,,Condo/Co-op,400 N Lasalle Dr #4509,Chicago,IL,60654,284500,1,1.0,CHI - Near North Side,702,,2003,73,405,563,Active,,,https://www.redfin.com/IL/Chicago/400-N-La-Salle-Dr-60654/unit-4509/home/12620907,MRED as Distributed by MLS Grid,11875104,N,Y,41.8897707,-87.6329244
MLS Listing,,Single Family Residential,9754 S Lowe Ave,Chicago,IL,60628,257900,4,2.0,CHI - Washington Heights,1583,3001,1962,73,163,,Active,,,https://www.redfin.com/IL/Chicago/9754-S-Lowe-Ave-60628/home/13093090,MRED as Distributed by MLS Grid,11875108,N,Y,41.7162524,-87.6397097
MLS Listing,,Condo/Co-op,100 E Huron St #4204,Chicago,IL,60611,849900,3,2.5,Chicago Place,1942,,1991,73,438,1467,Active,,,https://www.redfin.com/IL/Chicago/100-E-Huron-St-60611/unit-4204/home/14100939,MRED as Distributed by MLS Grid,11871132,N,Y,41.895034,-87.6250256
MLS Listing,,Single Family Residential,6053 S Kolin Ave,Chicago,IL,60629,399900,4,2.0,CHI - West Lawn,1029,3750,1955,73,389,,Active,,,https://www.redfin.com/IL/Chicago/6053-S-Kolin-Ave-60629/home/14004825,MRED as Distributed by MLS Grid,11850432,N,Y,41.782494,-87.7311405
MLS Listing,,Single Family Residential,3452 N Harding Ave,Chicago,IL,60618,522500,3,2.0,CHI - Avondale,,3750,1921,73,,,Active,,,https://www.redfin.com/IL/Chicago/3452-N-Harding-Ave-60618/home/13455457,MRED as Distributed by MLS Grid,11875089,N,Y,41.9443086,-87.7264774
MLS Listing,,Single Family Residential,11442 S Racine Ave,Chicago,IL,60643,239000,3,2.0,CHI - Morgan Park,,3125,1965,73,,,Active,,,https://www.redfin.com/IL/Chicago/11442-S-Racine-Ave-60643/home/13066761,MRED as Distributed by MLS Grid,11873722,N,Y,41.6854691,-87.6521903
MLS Listing,,Vacant Land,5546 S Wells St,Chicago,IL,60621,40000,,,CHI - Englewood,,4125,,73,,,Active,,,https://www.redfin.com/IL/Chicago/5546-S-Wells-St-60621/home/147881483,MRED as Distributed by MLS Grid,11874975,N,Y,41.792803,-87.632103
MLS Listing,,Vacant Land,1901 W 115th St,Chicago,IL,60643,60000,,,CHI - Morgan Park,,,,73,,,Active,,,https://www.redfin.com/IL/Chicago/1901-W-115th-St-60643/home/17558551,MRED as Distributed by MLS Grid,11874333,N,Y,41.684429,-87.669399
MLS Listing,,Condo/Co-op,345 W Fullerton Pkwy #406,Chicago,IL,60614,225000,1,1.0,CHI - Lincoln Park,550,,1974,73,409,545,Active,,,https://www.redfin.com/IL/Chicago/345-W-Fullerton-Pkwy-60614/unit-406/home/13349134,MRED as Distributed by MLS Grid,11871824,N,Y,41.9254983,-87.6386555
MLS Listing,,Condo/Co-op,950 N Michigan Ave #5601,Chicago,IL,60611,628300,1,1.5,One Magnificent Mile,1570,,1983,73,400,1388,Active,,,https://www.redfin.com/IL/Chicago/950-N-Michigan-Ave-60611/unit-5601/home/183874404,MRED as Distributed by MLS Grid,11874925,N,Y,41.9003388,-87.6243854
MLS Listing,,Single Family Residential,5707 S Seeley Ave,Chicago,IL,60636,119500,4,1.5,CHI - West Englewood,1500,3750,1922,73,80,,Active,,,https://www.redfin.com/IL/Chicago/5707-S-Seeley-Ave-60636/home/13939080,MRED as Distributed by MLS Grid,11845095,N,Y,41.78996,-87.6751631
MLS Listing,,Single Family Residential,12237 S Carpenter St,Chicago,IL,60643,225000,3,2.0,CHI - West Pullman,1075,,1951,73,209,,Active,,,https://www.redfin.com/IL/Chicago/12237-S-Carpenter-St-60643/home/13053448,MRED as Distributed by MLS Grid,11872042,N,Y,41.6711394,-87.6475197
MLS Listing,,Single Family Residential,4115 N Ridgeway Ave,Chicago,IL,60618,899999,5,3.5,CHI - Irving Park,3800,4699,1906,74,237,,Active,,,https://www.redfin.com/IL/Chicago/4115-N-Ridgeway-Ave-60618/home/13483650,MRED as Distributed by MLS Grid,11872859,N,Y,41.956093,-87.7212829
MLS Listing,,Single Family Residential,7104 N Mankato Ave,Chicago,IL,60646,839000,4,3.0,Edgebrook,2400,,1952,74,350,,Active,,,https://www.redfin.com/IL/Chicago/7104-N-Mankato-Ave-60646/home/13594322,MRED as Distributed by MLS Grid,11874890,N,Y,42.0104534,-87.7803111
MLS Listing,,Condo/Co-op,1550 S Indiana Ave #402,Chicago,IL,60605,275000,1,1.0,CHI - Near South Side,950,,1910,74,289,397,Active,,,https://www.redfin.com/IL/Chicago/1550-S-Indiana-Ave-60605/unit-402/home/12785234,MRED as Distributed by MLS Grid,11874852,N,Y,41.8606229,-87.6228795
MLS Listing,,Condo/Co-op,4136 N Keystone Ave Unit 2NE,Chicago,IL,60641,119900,1,1.0,CHI - Irving Park,600,,1930,74,200,202,Active,,,https://www.redfin.com/IL/Chicago/4136-N-Keystone-Ave-60641/unit-2NE/home/12613447,MRED as Distributed by MLS Grid,11874858,N,Y,41.956574,-87.729767
MLS Listing,,Condo/Co-op,125 S Jefferson St #2903,Chicago,IL,60661,265000,1,1.0,CHI - Near West Side,765,,2003,74,346,492,Active,,,https://www.redfin.com/IL/Chicago/125-S-Jefferson-St-60661/unit-2903/home/12665075,MRED as Distributed by MLS Grid,11874845,N,Y,41.879941,-87.6421575
MLS Listing,,Single Family Residential,619 E 92nd Pl,Chicago,IL,60619,165000,4,1.0,CHI - Chatham,1420,3123,,74,116,,Active,,,https://www.redfin.com/IL/Chicago/619-E-92nd-Pl-60619/home/13108159,MRED as Distributed by MLS Grid,11874781,N,Y,41.7263417,-87.6085517
MLS Listing,,Single Family Residential,2745 N Maplewood Ave,Chicago,IL,60647,479900,4,3.0,CHI - Logan Square,1600,3125,1888,74,300,,Active,,,https://www.redfin.com/IL/Chicago/2745-N-Maplewood-Ave-60647/home/13450344,MRED as Distributed by MLS Grid,11869980,N,Y,41.9316874,-87.6912978
MLS Listing,,Condo/Co-op,4940 S East End Ave Unit 18A,Chicago,IL,60615,260000,2,2.0,CHI - Kenwood,1500,,1929,74,173,1051,Active,,,https://www.redfin.com/IL/Chicago/4940-S-East-End-Ave-60615/unit-18A/home/13947786,MRED as Distributed by MLS Grid,11865394,N,Y,41.8049466,-87.585806
